transaction_id,card_id,merchant_name,amount,location,timestamp,transaction_type,related_transaction_id,status
607,11,"Smith, Hicks and Torres",-117.53,"6650 Victor Ways, South Sheilaview, AZ 19077",2025-04-06T11:53:01,refund,,pending
608,45,Mason-Price,465.37,"78431 April Falls Suite 767, New David, ME 46809",2025-04-06T12:05:45,bill_payment,,declined
609,46,Robinson-Boyd,1696.55,"31025 Christina Fort, Nicholsview, OR 44283",2025-04-06T12:15:53,purchase,,pending
610,47,Robinson-Bolton,1321.42,"654 Jason Estate, Ramseyfort, DC 29049",2025-04-06T12:44:23,p2p_transfer,,declined
611,49,Torres-Davidson,1996.4,"1399 Joshua Haven, Lake Bradleyburgh, SC 30857",2025-04-06T13:33:02,purchase,,declined
612,19,Moran Group,464.08,"59720 Rich Lodge, Hartton, MN 15536",2025-04-06T13:38:01,bill_payment,,declined
613,57,Good-Baker,110.66,"USS Abbott, FPO AA 49694",2025-04-06T13:42:51,bill_payment,,declined
614,17,Edwards Group,511.28,"23827 Kimberly Fort Apt. 499, Daybury, VI 79813",2025-04-06T14:07:00,purchase,,declined
615,72,"Mann, Robertson and Maddox",246.05,"632 Matthew Forges, West Jamesmouth, SD 52436",2025-04-06T14:07:50,p2p_transfer,,declined
616,53,"Lopez, Davis and Porter",1989.74,"6676 Eric Street Suite 153, West Kristinaborough, KS 20584",2025-04-06T14:21:37,wire_transfer,,declined
617,9,Chapman-Noble,1747.52,"5751 Julie Walks, Allentown, PW 03135",2025-04-06T14:27:55,wire_transfer,,declined
618,22,"Terry, Cox and Marquez",68.22,"43962 Amy Forks, Port Kathrynstad, NV 35040",2025-04-06T14:32:40,atm_withdrawal,,declined
619,62,Howard-Jones,470.55,"720 Mason Ridges Suite 105, South Leon, ND 85350",2025-04-06T14:42:13,bill_payment,,pending
620,50,Carlson-Williams,1615.0,"26753 Hodge Fields, Wardland, MH 92889",2025-04-06T14:43:50,p2p_transfer,,declined
621,55,"Morales, Friedman and Carney",155.93,"449 Mann Wall, East Harry, MO 14710",2025-04-06T14:45:25,atm_withdrawal,,pending
622,48,"Henderson, Maldonado and Harvey",1868.76,"77745 Smith Vista Suite 725, Floresland, MO 99731",2025-04-06T15:13:43,p2p_transfer,,declined
623,9,"Cole, Garrett and Pope",-1771.63,"83168 Wright Track Apt. 381, South Jamesborough, AL 44773",2025-04-06T15:14:42,cancellation,439,pending
624,18,Brown-Mccarty,-489.81,"7276 Julie Hill Apt. 753, West Ashleyhaven, DC 04824",2025-04-06T15:25:05,refund,,pending
625,15,Savage and Sons,409.68,"373 Woods Mission, South Christine, TN 76565",2025-04-06T15:35:48,atm_withdrawal,,declined
626,50,Singleton-Garcia,485.03,"PSC 8484, Box 2608, APO AE 48576",2025-04-06T16:21:37,atm_withdrawal,,declined
627,33,Lucas-Kelly,149.06,"4249 Cain Expressway Apt. 728, Crawfordhaven, LA 54989",2025-04-06T16:43:04,atm_withdrawal,,declined
628,68,"Fields, Tran and Pham",-465.08,"937 Russell Pine, Jonfurt, IL 33476",2025-04-06T16:48:24,refund,,pending
629,64,Singh-Kline,367.92,"455 Santos Ports, Port Jesse, IN 76732",2025-04-06T17:15:15,bill_payment,,declined
630,16,Lewis-Harvey,833.66,"55684 Rodriguez Plaza Apt. 602, Emilyborough, CA 26018",2025-04-06T17:40:04,bill_payment,,declined
631,46,Jackson-Koch,86.07,"PSC 4163, Box 1453, APO AP 62551",2025-04-06T17:58:51,atm_withdrawal,,declined
632,13,Washington-Thomas,338.5,"0181 Becker Ramp Suite 376, South Shane, NM 08459",2025-04-06T18:06:09,atm_withdrawal,,declined
633,34,Singleton-Taylor,233.19,"97804 Amanda Junction, Port Brandon, KS 99212",2025-04-06T18:27:24,atm_withdrawal,,declined
634,10,"Wallace, James and Jackson",-302.5,"16346 Cameron Via Suite 473, West Jessefort, HI 73285",2025-04-06T18:39:23,refund,,pending
635,56,Bright LLC,200.01,"38418 Margaret Common, Navarroside, SD 36763",2025-04-06T18:39:31,atm_withdrawal,,declined
636,57,Johnson and Sons,891.95,"00075 Taylor Haven Suite 115, Jamesfort, SD 51636",2025-04-06T18:42:08,purchase,,declined
637,53,Farmer-Little,-49.2,"26922 Choi Viaduct, Shelleychester, MD 74516",2025-04-06T18:45:30,refund,,pending
638,20,Davis Inc,639.78,"131 Sherry Lock Apt. 730, Port Mary, VI 38070",2025-04-06T18:58:36,purchase,,declined
639,45,Smith PLC,1594.96,"87394 Harris Ridge Apt. 961, Kimton, NE 08024",2025-04-06T19:32:59,wire_transfer,,declined
640,51,Mcdonald-Blackburn,62.57,"04727 Gabrielle Field Apt. 387, South Christopherhaven, DE 92004",2025-04-06T19:36:50,purchase,,pending
641,22,Moore PLC,3416.99,"19944 James Burg, South Sarah, FM 67751",2025-04-06T19:41:46,p2p_transfer,,declined
642,72,Adams-Rivera,809.42,"070 Snyder Forges Apt. 890, Cassandraview, IA 24697",2025-04-06T19:46:03,bill_payment,,declined
643,57,"Miller, Bartlett and Cook",582.5,"840 Anderson Wells Suite 235, Stephaniebury, VT 34207",2025-04-06T19:48:02,wire_transfer,,declined
644,46,Mitchell Group,-475.62,"81467 John Lakes Suite 124, Port Christopherfurt, WI 23171",2025-04-06T19:51:23,refund,,pending
645,34,Pacheco PLC,1459.5,"50362 Kimberly Plains Apt. 388, East Leslie, MP 17355",2025-04-06T20:15:12,purchase,,declined
646,30,Hudson PLC,128.06,"92659 Richard Forks, Riveraside, NH 94102",2025-04-06T20:27:52,atm_withdrawal,,declined
647,36,"Douglas, Bailey and Brown",349.45,"6805 Johnathan Crossing, Gutierrezberg, CA 98042",2025-04-06T20:31:42,atm_withdrawal,,declined
648,26,Nelson Ltd,4821.8,"78894 Zamora Loop Apt. 968, Williamsfurt, KS 81056",2025-04-06T20:51:40,p2p_transfer,,declined
649,9,Hancock-Smith,675.64,"2551 Sims Trail Suite 459, West Johnstad, GU 85710",2025-04-06T20:52:39,bill_payment,,declined
650,35,"Young, Perez and Rangel",-96.31,"48946 John Lake Suite 299, South Allisonville, AZ 28689",2025-04-06T20:56:25,refund,,pending
651,36,Smith-Andrews,749.92,"86173 Evans Isle, East Danielstad, NY 44719",2025-04-06T21:10:30,p2p_transfer,,declined
652,3,"Boyd, Howard and Hill",449.1,"PSC 7595, Box 4485, APO AE 47662",2025-04-06T21:15:29,atm_withdrawal,,declined
653,18,Mendez and Sons,438.88,"446 Julie Burg, New Sarahland, TN 18208",2025-04-06T21:21:02,purchase,,declined
654,29,Jordan Group,750.62,"44156 Laura Parkways, North Robert, KY 76241",2025-04-06T21:22:17,wire_transfer,,declined
655,69,"Wilson, Rhodes and Hahn",2382.99,"2131 Gabriela Via, Samanthatown, NV 85140",2025-04-06T21:36:08,wire_transfer,,declined
656,58,"Hess, Elliott and Davis",541.89,"PSC 5082, Box 5092, APO AA 22970",2025-04-06T22:19:05,wire_transfer,,pending
657,3,"Lara, Hammond and Arias",-374.55,"26725 Carpenter Manor, Port Alexandra, GA 07422",2025-04-06T22:20:42,refund,,pending
658,19,"Johnson, Nguyen and Lawrence",287.35,"249 Megan Street, New Danielle, VA 15497",2025-04-06T22:24:38,atm_withdrawal,,declined
659,64,Hughes-Brown,1998.84,"9903 Nelson Station, East Lisa, NV 56370",2025-04-06T22:34:20,p2p_transfer,,pending
660,19,Hopkins-Walter,78.5,"146 Graves Roads Apt. 748, Port Sherritown, MS 08458",2025-04-06T23:02:12,bill_payment,,declined
661,31,"Moss, Reed and Martinez",729.36,"144 Timothy Islands Apt. 163, New Amanda, GA 83086",2025-04-06T23:07:51,bill_payment,,declined
662,4,"Manning, Gomez and Wilson",99.24,"207 Flores Track, Johnburgh, PA 80037",2025-04-06T23:21:02,atm_withdrawal,,declined
663,27,Riley Inc,809.07,"65001 Steven Common Apt. 770, New Laura, PR 98781",2025-04-06T23:34:46,wire_transfer,,declined
664,28,Jones-Blevins,1129.63,"32262 Darryl Drive, Howellfurt, NV 63522",2025-04-06T23:35:45,wire_transfer,,declined
665,23,Smith-Hernandez,297.0,"8304 Smith Grove, Torreshaven, OK 85198",2025-04-06T23:47:08,atm_withdrawal,,declined
666,4,Weaver Group,263.53,"37708 Preston Manors Apt. 993, Kevinview, NV 26155",2025-04-06T23:50:21,bill_payment,,declined
667,56,"Rivera, Spears and Anderson",66.64,"26498 Ronald Camp, Kerrchester, AS 27630",2025-04-06T23:58:23,atm_withdrawal,,declined
668,31,"Wilson, Gross and Howard",-1191.14,"9603 Michelle Square Apt. 598, Stevenmouth, VT 55042",2025-04-07T01:14:59,cancellation,604,pending
669,20,Brown-Collins,-54.16,"701 Ramirez Ways Suite 264, Powellland, IL 56051",2025-04-07T01:21:43,refund,,pending
670,36,Lucero Inc,471.02,"8254 Olson Stravenue, Johnburgh, MT 66285",2025-04-07T01:21:57,bill_payment,,declined
671,18,Daniel Group,4928.13,"Unit 0320 Box 9400, DPO AP 32414",2025-04-07T01:55:58,wire_transfer,,declined
672,21,"Mcguire, Hawkins and Sanders",-450.52,"85577 Donald Crest, Chadstad, VI 35697",2025-04-07T02:05:10,refund,,pending
673,56,"Brown, Mercer and Torres",2080.43,"5023 Reyes Mews, Kochshire, GU 38862",2025-04-07T02:29:01,p2p_transfer,,declined
674,54,Wright LLC,569.48,"4245 Danielle Fall, Jennifershire, IL 82216",2025-04-07T02:32:12,bill_payment,,declined
675,46,Cooper and Sons,-148.86,"73745 Mckinney Ports Suite 211, West Amber, FM 03833",2025-04-07T02:41:48,refund,,pending
676,50,Cannon-Richards,1079.49,"USNV Cohen, FPO AA 15895",2025-04-07T03:12:20,purchase,,declined
677,17,Alvarez and Sons,1987.93,"427 Julie Forest Suite 538, Lake Alexis, VT 75954",2025-04-07T03:31:50,p2p_transfer,,declined
678,11,Cohen Group,644.26,"USS Hernandez, FPO AP 56330",2025-04-07T03:40:10,wire_transfer,,declined
679,48,Powell-Day,91.62,"04098 Baker Lock Suite 762, Arnoldshire, MI 24726",2025-04-07T03:40:22,atm_withdrawal,,declined
680,10,"Reilly, Roman and Thomas",764.04,"54160 David Rapids Suite 690, Marieland, MD 53299",2025-04-07T03:45:15,bill_payment,,declined
681,30,Byrd-Jones,1257.16,"0647 John Shoal, Banksland, ME 67493",2025-04-07T04:06:17,p2p_transfer,,declined
682,63,"Walsh, Robertson and Collins",524.09,"60201 Hines Prairie Suite 189, Lake Rhonda, NM 96392",2025-04-07T04:07:37,purchase,,declined
683,71,Todd-Wilson,671.01,"085 Craig Wells Apt. 412, Fletchershire, CO 39287",2025-04-07T04:36:41,purchase,,declined
684,30,"Kramer, Thompson and Ward",-56.81,"8600 Thompson Oval Suite 440, South David, NM 23233",2025-04-07T04:49:33,refund,,pending
685,5,Ellis Ltd,-389.43,"3898 Kyle Fork, Lake Linda, NM 92525",2025-04-07T05:09:40,refund,,pending
686,22,Mullen Ltd,844.71,"448 Peggy Stream Suite 335, New Williamhaven, MO 70618",2025-04-07T06:19:07,bill_payment,,declined
687,14,"Caldwell, Sims and Wilson",2801.63,"6389 Rose Cliff Suite 093, West Christophertown, MO 10006",2025-04-07T06:25:54,wire_transfer,,declined
688,63,Taylor LLC,97.5,"3707 Blair Bridge Apt. 646, Port Charles, NY 77571",2025-04-07T06:48:36,bill_payment,,declined
689,8,"Gonzalez, Huynh and Meadows",1223.19,"9521 Everett Coves, Jacquelineburgh, NE 68484",2025-04-07T06:48:56,purchase,,declined
690,51,Meyer-Moore,1657.72,"95495 Washington Roads Apt. 484, Mcdanielshire, MT 47158",2025-04-07T06:49:59,wire_transfer,,declined
691,2,"Gentry, Mckinney and Guzman",-143.08,"482 Murphy Summit, Erikstad, NE 11569",2025-04-07T06:56:42,refund,,pending
692,24,"Atkins, Johnson and Jackson",895.75,"1494 Nicholson Lake Suite 821, Jackieport, AZ 47697",2025-04-07T06:57:31,bill_payment,,declined
693,68,"Walker, Brown and Davenport",99.97,"PSC 3227, Box 4879, APO AP 55793",2025-04-07T07:04:12,atm_withdrawal,,declined
694,58,"Vazquez, Sanders and Morris",-211.97,"25834 Esparza Groves, Calvinville, AR 89520",2025-04-07T07:07:15,refund,,pending
695,60,Horn and Sons,116.5,"PSC 8434, Box 5106, APO AP 77548",2025-04-07T07:31:21,bill_payment,,declined
696,52,Serrano LLC,103.33,"24312 Fisher Meadow, Port Kristinland, CA 86187",2025-04-07T07:34:30,wire_transfer,,declined
697,33,Watts Inc,-202.08,"27351 Erica Plains Apt. 272, Allenside, MI 28403",2025-04-07T07:36:16,refund,,pending
698,2,Logan Ltd,1541.0,"2933 Cindy Springs Suite 115, Port Danielburgh, NM 97942",2025-04-07T07:45:59,purchase,,declined
699,53,"Smith, Daniels and Hawkins",2034.05,"852 Jacqueline Cove Suite 113, Cathyton, VA 09735",2025-04-07T07:49:45,p2p_transfer,,declined
700,18,Chavez and Sons,189.6,"8887 Pineda Fall Apt. 999, Port Whitney, IA 39394",2025-04-07T07:50:09,p2p_transfer,,declined
701,25,"Bryan, Castillo and Newton",124.28,"462 Holt Harbors Suite 278, Lake Brendaton, WI 10329",2025-04-07T08:25:14,wire_transfer,,declined
702,44,Harris-Ryan,297.29,"USCGC Merritt, FPO AP 44652",2025-04-07T08:35:21,purchase,,declined
703,33,"Flores, Deleon and Lyons",2045.83,"1181 Amy Field, Walkerfort, NH 12243",2025-04-07T08:37:27,wire_transfer,,declined
704,13,"Armstrong, Jones and Gallagher",401.47,"6144 Billy Prairie, Andrewton, AS 89514",2025-04-07T08:42:43,atm_withdrawal,,declined
705,45,Mills-Sawyer,-191.86,"755 Roger Oval, East Joseph, OR 03238",2025-04-07T08:54:41,refund,,pending
706,38,"Moore, Martinez and Jackson",468.74,"85138 Lucas Ridge Apt. 207, East Johnchester, WI 06355",2025-04-07T09:02:00,bill_payment,,declined
707,64,"Nichols, Scott and Roberts",215.65,"039 Jennifer Run Suite 887, Fergusonfort, WA 48263",2025-04-07T09:03:58,bill_payment,,declined
708,20,"Lopez, Banks and Mccormick",4924.91,"8538 Chad Isle, Lake Nicole, AL 30607",2025-04-07T09:26:13,p2p_transfer,,declined
709,10,"Hutchinson, Scott and Martinez",332.63,"7462 Dwayne Brooks, Greenfort, CA 88082",2025-04-07T10:10:32,atm_withdrawal,,declined
710,17,Wright-Saunders,-216.86,"7728 Andrew Extensions Suite 332, West Aprilside, NJ 32128",2025-04-07T10:14:36,refund,,pending
711,62,Douglas-Jordan,482.56,"USS Olson, FPO AA 63217",2025-04-07T10:27:39,bill_payment,,declined
712,21,Jones-Christian,51.73,"487 Jessica Coves Apt. 601, Port Williamfurt, RI 16397",2025-04-07T10:29:11,purchase,,declined
713,32,Thompson-Mitchell,299.35,"7906 Carrie Crescent Apt. 608, Burnsstad, LA 18367",2025-04-07T10:29:39,bill_payment,,declined
714,12,George-Dunn,986.35,"89026 Garrett Shore Suite 167, South Nicole, NM 21144",2025-04-07T10:31:24,purchase,,declined
715,10,Ford-Greene,350.3,"6193 Best Meadows, East Timothychester, AK 80900",2025-04-07T10:41:55,atm_withdrawal,,declined
716,59,Avila PLC,3620.78,"96513 Crosby Views, South Karen, VI 93914",2025-04-07T11:29:03,p2p_transfer,,declined
717,66,Miller-Cook,75.88,"50783 Tracy Summit Suite 028, Guzmanfort, WA 92734",2025-04-07T11:29:46,atm_withdrawal,,declined
718,67,"Garcia, Keith and Jones",-39.46,"846 Johnny Meadow, North Lisafort, NY 32550",2025-04-07T11:31:12,refund,,pending
719,29,"Medina, Carter and Smith",421.83,"310 Smith Squares, Smithhaven, NJ 24589",2025-04-07T11:49:27,atm_withdrawal,,pending
720,59,Harrison LLC,-32.12,"770 Frey Lakes, South Williamport, VT 19468",2025-04-07T12:03:23,refund,,pending
721,68,Barker Inc,736.8,"1063 Matthew Mill, Emilychester, MI 60007",2025-04-07T12:30:24,purchase,,declined
722,44,"Hernandez, Nguyen and Christensen",2361.27,"3528 Thomas Isle Suite 177, East Alanmouth, VT 26711",2025-04-07T12:36:06,p2p_transfer,,declined
723,71,"Jackson, Patterson and Brown",-671.01,"PSC 1208, Box 1020, APO AA 52680",2025-04-07T12:36:41,cancellation,683,pending
724,20,"Mendez, Garcia and Hartman",1765.96,"7931 Cantrell Valleys Suite 939, Amberbury, MI 23316",2025-04-07T12:41:22,purchase,,declined
725,35,"Hart, Mathis and Lindsey",-26.51,"1381 Patterson Forge, East John, CO 32704",2025-04-07T13:23:02,refund,,pending
726,17,Gonzalez-Silva,67.14,"502 Scott Stravenue Suite 853, Isabelville, CO 55235",2025-04-07T13:30:09,atm_withdrawal,,declined
727,16,"Walton, Kelly and Hubbard",-149.42,"16863 Herbert Mission, South Cliffordchester, PW 82384",2025-04-07T13:38:29,refund,,pending
728,58,"White, Meyer and Santos",1794.68,"011 Meyers Turnpike Apt. 480, Espinozabury, NM 75063",2025-04-07T14:03:39,p2p_transfer,,declined
729,35,Richmond-Scott,-419.83,"87052 Douglas Cliff Suite 064, Amberland, NE 75028",2025-04-07T14:04:24,refund,,pending
730,56,"Davis, Williams and Hall",1702.45,"589 William Tunnel Suite 000, Nathanchester, MP 38732",2025-04-07T14:13:56,purchase,,declined
731,64,Phillips LLC,320.28,"68261 Pamela Centers Apt. 469, Jordanville, AS 09697",2025-04-07T14:29:02,purchase,,declined
732,14,Waters PLC,52.52,"371 Christina Groves Apt. 691, Brianport, DC 86710",2025-04-07T15:07:51,bill_payment,,declined
733,44,Martinez-Gardner,462.86,"262 Hall Drive Apt. 971, New Emilyton, AS 83721",2025-04-07T15:28:34,atm_withdrawal,,declined
734,67,Chaney-Kelley,160.5,"471 Wood Crest, South Regina, CT 55421",2025-04-07T15:31:33,bill_payment,,declined
735,18,Gonzalez Inc,418.13,"0683 Brooks Mountain, Adambury, GU 56366",2025-04-07T15:45:13,atm_withdrawal,,declined
736,4,Gibson-Obrien,728.0,"58678 Terry Glen, West Brian, MI 79168",2025-04-07T15:55:11,purchase,,declined
737,39,"Hall, Pacheco and Sampson",854.97,"467 Moyer Shores, Shawshire, SC 08186",2025-04-07T16:00:42,bill_payment,,declined
738,57,Lopez Group,297.99,"USS Gallegos, FPO AP 08156",2025-04-07T16:15:51,atm_withdrawal,,declined
739,3,Lucas-Stevens,2704.71,"9642 Gordon Harbors, Nicholasmouth, SC 81177",2025-04-07T16:49:31,wire_transfer,,declined
740,53,"Horne, Jackson and Stout",4327.52,"6444 Thompson Shores Apt. 576, Michaelberg, TN 23566",2025-04-07T17:06:49,wire_transfer,,declined
741,33,"Cook, Miranda and Ho",-307.24,"204 James Crescent Suite 310, Port Timothy, NJ 43539",2025-04-07T17:13:30,refund,,pending
742,58,"Reed, Butler and Gates",1859.27,"1316 Robert Brooks Suite 580, Garrettland, NH 23687",2025-04-07T17:26:38,purchase,,pending
743,35,Petty-Bell,488.33,"908 Emily Turnpike Apt. 756, New Christophershire, WI 81597",2025-04-07T17:29:15,bill_payment,,pending
744,43,Green PLC,4336.23,"49144 Mcgrath Track Suite 754, Port Barbaraland, AZ 42640",2025-04-07T17:33:32,p2p_transfer,,declined
745,40,Whitehead-Smith,-9.01,"27139 Donna Brooks Suite 153, Jonesstad, TX 12967",2025-04-07T17:51:44,refund,,pending
746,51,Perkins Group,3319.33,"4384 Moore Islands, North Josephside, AL 92274",2025-04-07T18:06:30,wire_transfer,,pending
747,33,"Bowen, Coffey and Blake",812.19,"092 Rachel Divide Suite 383, West Jacobport, CT 60979",2025-04-07T18:10:29,purchase,,pending
748,5,"Dillon, Walsh and Ortiz",156.93,"371 Mcguire Springs Apt. 402, New Robertchester, AL 15061",2025-04-07T18:19:35,bill_payment,,pending
749,62,"Cooper, Hampton and Santiago",782.96,"8531 John Glen Suite 825, Port Jessicaland, CT 31828",2025-04-07T18:25:07,purchase,,declined
750,42,Watson-Ward,468.46,"9164 Melanie Ridge, Leslieview, FM 42689",2025-04-07T18:34:13,atm_withdrawal,,declined
751,70,"Paul, Parker and Stuart",4023.54,"46023 Mcdowell Junctions Apt. 399, New Mary, WI 01461",2025-04-07T18:54:58,p2p_transfer,,declined
752,5,Johnson Inc,3240.41,"141 Arthur Ferry, New Katherineville, MT 30448",2025-04-07T18:56:13,p2p_transfer,,declined
753,44,Joseph-Stewart,120.87,"9674 Lee Dam Apt. 796, North Amberburgh, MS 91887",2025-04-07T19:09:56,purchase,,declined
754,10,"Torres, Ryan and Taylor",-402.67,"84183 Kennedy Valleys Apt. 939, Michaelhaven, TX 45728",2025-04-07T19:10:42,refund,,pending
755,13,Dawson-Davis,244.76,"169 Christopher Loaf, Mcdowellport, ND 01779",2025-04-07T19:11:48,purchase,,declined
756,46,Perez Group,356.92,"1806 Middleton Trafficway, Petersonside, MN 52984",2025-04-07T19:20:37,atm_withdrawal,,declined
757,66,Ayers-Hoffman,472.67,"3862 Guzman Ramp, Suttonland, CA 77425",2025-04-07T19:22:22,purchase,,declined
758,15,"Green, Patton and Wade",1587.09,"18372 Hahn Freeway, Lewisbury, MD 17868",2025-04-07T19:32:16,wire_transfer,,declined
759,68,Stevens LLC,364.19,"PSC 4982, Box 4815, APO AE 27781",2025-04-07T19:36:02,bill_payment,,pending
760,45,"Murphy, Acevedo and Martin",2004.2,"PSC 6037, Box 1132, APO AP 00654",2025-04-07T19:42:39,wire_transfer,,declined
761,49,Oneal-Garner,786.37,"625 Hernandez Common, Port Nancy, MT 03588",2025-04-07T19:44:27,bill_payment,,declined
762,27,Salinas-Cook,1689.53,"04279 Cox Underpass Apt. 943, Griffithside, MS 00718",2025-04-07T19:45:37,purchase,,declined
763,11,Gutierrez-Clark,2427.76,"7282 Elizabeth Mountain, Johnville, KY 91813",2025-04-07T19:46:50,wire_transfer,,pending
764,13,Hamilton Inc,321.27,"1189 Johnston Wells Apt. 114, North Abigail, AS 74164",2025-04-07T19:50:21,bill_payment,,declined
765,61,"Bradford, Ward and Shelton",4312.93,"5519 Theresa Ferry, New Timothyborough, TN 16900",2025-04-07T19:55:49,p2p_transfer,,declined
766,5,Lee-Mitchell,1638.02,"110 Richard Valleys Suite 190, Port Rebecca, ME 56904",2025-04-07T20:03:18,purchase,,declined
767,29,"Wolfe, Todd and Jordan",394.11,"1437 Brooks Flat, Kellystad, MS 01505",2025-04-07T20:14:25,atm_withdrawal,,declined
768,19,"Alvarado, Thornton and Bell",-395.69,"8935 Samantha Ville, East Samuelmouth, AS 18643",2025-04-07T20:41:20,refund,,pending
769,48,"Collins, Richardson and Garcia",292.2,"63855 Jeffrey Orchard, Lake Tracyton, PW 75588",2025-04-07T21:20:53,atm_withdrawal,,pending
770,54,"Munoz, Jennings and Lopez",326.82,"PSC 9970, Box 5023, APO AA 26219",2025-04-07T21:23:57,atm_withdrawal,,declined
771,3,Jacobs PLC,4002.34,"282 Joseph Loop, Pollardmouth, OK 30384",2025-04-07T21:40:46,p2p_transfer,,declined
772,5,Garcia LLC,36.99,"749 Jennifer Villages, South Tara, AL 01234",2025-04-07T21:54:40,atm_withdrawal,,declined
773,36,"Davis, Garza and Kirk",2463.65,"306 Williams Heights Suite 203, North Laurachester, PA 82018",2025-04-07T21:56:26,p2p_transfer,,pending
774,2,"Ochoa, Cummings and Underwood",254.38,"64727 Julie Squares, Lake Jason, DE 06619",2025-04-07T21:57:16,p2p_transfer,,pending
775,12,"Powers, Mills and Snyder",847.64,"52739 Gabriel Shoals, East Claytontown, IL 17655",2025-04-07T22:03:57,purchase,,declined
776,9,Harvey-Lester,3832.75,"71152 Valerie Hill Suite 706, Garciachester, MT 38418",2025-04-07T22:15:35,p2p_transfer,,declined
777,52,Skinner Inc,209.34,"8570 Benjamin Radial, West Deanna, PR 56685",2025-04-07T22:21:41,wire_transfer,,declined
778,36,Lane-Burgess,317.23,"1370 Ethan Prairie, Bryantstad, OK 03516",2025-04-07T22:24:44,bill_payment,,declined
779,7,Garcia-Wright,145.61,"09589 Ashley Skyway Suite 878, Brandonborough, NM 80786",2025-04-07T23:13:08,bill_payment,,pending
780,3,"Torres, Beck and Jones",2151.31,"896 Johnson Estates, Lake Sarahport, CA 92742",2025-04-07T23:22:58,p2p_transfer,,declined
781,27,"Alexander, Ward and Bean",-234.24,"3559 Gloria Track Apt. 100, Martinland, TN 86608",2025-04-07T23:26:50,refund,,pending
782,54,Palmer LLC,-236.93,"5885 Le Orchard Suite 116, North Alexandrafurt, OH 90693",2025-04-07T23:31:48,refund,,pending
783,51,Morgan-Brown,1271.19,"USNV Stewart, FPO AE 84468",2025-04-07T23:33:40,wire_transfer,,declined
784,37,Perkins PLC,3676.12,"94062 Lucas Meadow, Kirkfurt, NV 38732",2025-04-07T23:45:14,p2p_transfer,,declined
785,30,"Williams, Davies and Williams",267.82,"21564 Bennett Green, Danamouth, CA 45126",2025-04-07T23:46:57,atm_withdrawal,,declined
786,19,Williamson-Logan,1149.88,"USCGC Dunn, FPO AE 21567",2025-04-08T01:32:59,purchase,,declined
787,22,Mejia-Cruz,575.13,"51926 White Divide, West Michael, DC 87234",2025-04-08T02:08:10,p2p_transfer,,declined
788,12,Carey and Sons,197.29,"7296 John Inlet Apt. 733, West Peter, KS 21929",2025-04-08T02:15:43,atm_withdrawal,,declined
789,34,"Davis, White and Davidson",790.36,"71242 William Orchard Apt. 625, Lake William, IN 05417",2025-04-08T02:23:31,bill_payment,,declined
790,62,Becker-Bates,-466.75,"594 Williams Rapids, Perezmouth, NH 67080",2025-04-08T02:29:09,refund,,pending
791,28,"Gonzales, Taylor and Weaver",111.26,"3513 Brandy Terrace Apt. 438, South Christine, WY 37753",2025-04-08T02:36:57,atm_withdrawal,,declined
792,22,Odonnell-Moran,1508.75,"51061 Wilson Groves Suite 184, New Christopherfort, MS 53818",2025-04-08T02:39:58,purchase,,declined
793,10,"Rivas, Jimenez and Davis",1604.59,"01234 Thomas Island Apt. 930, South Tanya, KY 41126",2025-04-08T02:48:07,purchase,,declined
794,66,Blair-Wheeler,-335.38,"818 Lindsay Groves, Zamorabury, MP 54494",2025-04-08T03:20:35,refund,,pending
795,23,Contreras-Frazier,37.59,"0397 Preston Light, Stanleyside, PA 25662",2025-04-08T03:26:21,atm_withdrawal,,declined
796,48,Jenkins and Sons,563.86,"7633 Kimberly Mountain, Lake Debra, FL 16898",2025-04-08T03:41:47,purchase,,declined
797,66,Guzman LLC,55.3,"908 Tucker Loop Apt. 941, South Emilyborough, NC 63531",2025-04-08T03:46:19,atm_withdrawal,,declined
798,50,Moore LLC,1617.77,"26400 Jose Avenue Suite 794, South Cory, MO 37946",2025-04-08T04:09:39,wire_transfer,,declined
799,14,Schneider PLC,-275.3,"06355 Johnson Center Apt. 767, Lopezmouth, HI 34839",2025-04-08T04:16:14,refund,,pending
800,71,"Patel, Harrison and Wallace",-103.05,"468 Hudson Unions, Charlesbury, WA 86622",2025-04-08T04:17:27,refund,,pending
801,36,Phillips and Sons,-365.88,"15679 Perez Mountain, New Michaelview, TX 85514",2025-04-08T04:18:31,refund,,pending
802,70,Miller-Edwards,-65.26,"201 Smith Junctions, South Jose, GA 28584",2025-04-08T04:22:32,refund,,pending
803,50,Baker Ltd,2992.63,"45707 Rick Port Suite 120, East Jeremy, VA 70742",2025-04-08T04:39:51,wire_transfer,,pending
804,64,"Larsen, Hernandez and Cohen",-18.31,"9001 Santiago Mission, North Davidhaven, KY 89328",2025-04-08T04:41:14,refund,,pending
805,7,Lawrence Inc,945.05,"Unit 3875 Box 9299, DPO AA 44504",2025-04-08T04:55:01,purchase,,declined
806,42,"Hughes, Briggs and Matthews",1941.53,"5090 Adams Lakes Apt. 216, Michaelshire, LA 16897",2025-04-08T05:18:28,purchase,,declined
807,6,"Carlson, Singh and Nguyen",1118.22,"77300 Ashley Glens Apt. 003, Port Stevenborough, WA 88604",2025-04-08T05:30:12,purchase,,pending
